Catagory,libnum,Title,Composer,Arranger,Copyright,Ensemble,Notes
SB,85,Things Are Getting Better,"Adderley, Julian","McConnell, Rob",1962,JAZZ ENSEMBLE,
EN,239,SIX CHRISTMAS CAROLS,VARIOUS,"MCGREGOR, ROB",UNKNOWN,BRASS QUINTET,
SP,118,GENTLE ON MY MIND,"HARTFORD, JOHN","MCLIN, ED",1968,,
SP,134,SUNNY,"HEBB, BOBBY","MCLIN, ED",1968,,
SP,134,"UP, UP AND AWAY","WEBB, JIM","MCLIN, ED",1968,,
SB,145,HELLO YOUNG LOVERS,,"MCMAHAN, R",,JAZZ ENSEMBLE,
SB,144,SENTIMENTAL MOOD,"ELLINGTON, DUKE","MCMAHAN, R",,Jazz Ensemble,
SB,142,THE HUNGRY YEARS,,"MCMAHAN,R",,Jazz Ensemble,
EN,163,HINDEMITH FANFARE,"HINDEMITH, PAUL",MCMILLAN,,BRASS QUINTET,MISSING SCORE
SB,212,Brazil,"Barroso, Ary","McNeil, Chip & Garling, Tom",,Jazz Ensemble,
SB,120,NAIMA,"COLTRANE,JOHN","MENDELSON, MANNY",1973,JAZZ ENSEMBLE,
SB,252,Stella By Starlight,"Young, V; Washington, N","Mendelson, Manny",1973,Jazz Ensemble,
MC,35,IL TROVATORE - FROM VERDI'S OPERA,VERDI,"MEYRELLES, M.C.",,Concert Band,
LC,92,INVITATION TO THE DANCE and SERENADE,"WEBER, CARL MARIA von/TITL, A.E.","MEYRELLES, M.C.",1957,Concert Band,
LC,122,MARTHA,"FLOTOW, FRANZ von","MEYRELLES, M.C./ROBERTS, CHAS. J.",1938,Concert Band,
LC,166,POET AND PEASANT,"SUPPE, FRANZ von","MEYRELLES, M.C./SAFRANEK, V.F.",1911,Concert Band,
EN,158,AMAZING GRACE,TRADITIONAL,"MILBURN,DWAYNE",,BRASS QUINTET,MISSING SCORE
LC,597,"Concertpiece, Op. 94","Saint-Saens, Camille","Miller, Donald",1997,Concert Band,
SB,113,"HAPPY SONG, THE","MINTZER, BOB","MINTZER, BOB",1988,JAZZ ENSEMBLE,
SB,115,I HEAR A RHAPSODY,,"MINTZER, BOB",1988,JAZZ ENSEMBLE,
SB,117,"LONG TIME AGO, A","MINTZER, BOB","MINTZER, BOB",1986,JAZZ ENSEMBLE,
M,104,AMERICA THE BEAUTIFUL MARCH,WARD,"MISSUD, JEAN",1941,,
SP,127,"CIAO, CIAO, BAMBINO","VERDE, MODUGNO","MODUGNO, DOMENICO",1966,,
LC,37,IF THOU BE NEAR,"BACH, J.S.","MOEHLMANN, R. L.",1940,Concert Band,
LC,31,PRELUDE & FUGUE IN Bb MINOR,"BACH, J.S.","MOEHLMANN, R. L.",1940,Concert Band,
SP,159,ARMED FORCES SALUTE,,"Moffit, Bill",,,
M,131,BATTLE HYMN OF THE REPUBLIC,STEFFE,"MOFFIT, BILL",1969,,
M,117,COHAN SALUTE,"COHAN, GEORGE M.","MOFFIT, BILL",1972,,
SP,119,GRANADA,"LARA, AGUSTIN","MOFFIT, BILL",1970,,
M,84,STARS AND STRIPES TRIO,"SOUSA, J.P.","MOFFIT, BILL",1968,,
SP,81,I'D LIKE TO TEACH THE WORLD TO SING,"BACKER, DAVIS, COOK, AND GREENWAY","MOFFITT, BILL",1972,,
MB,8,HABITS OF A SUCCESSFUL MUSICIAN,"RUSH,SCOTT","MOON,RICH",2011,BAND METHOD ,CHECKED OUT TO CONCERT BAND
EN,23,"JUMP, JIVE AN' WAIL","PRIMA, LOUIS","MOORE, LARRY",1999,LOW BRASS ENSEMBLE,MISSING DRUMS
EN,140,BRIDE'S SOLO FROM APPALACHIAN SPRING,"COPLAND, AARON","MORALES, ERIK",1999,BRASS QUINTET,
EN,142,SUNDAY TRAFFIC,"COPLAND, AARON","MORALES, ERIK",1999,BRASS QUINTET,
LC,619,AMERICA THE BEAUTIFUL ,TRADITIONAL,"MORGAN, PAUL",,Concert Band,MISSING VOCALS
SB,335,Battle Hymn,,"Morgan, Paul",,Jazz Ensemble,MISSING MOST PARTS
LC,68,CAROLINA IN MY MIND,"TAYLOR, JAMES","MORGAN, PAUL",1968,Concert Band,MISSING SCORE; BARITONE; PERCUSSION
LC,558,"Christmas Song, The",,"Morgan, Paul",,Concert Band,
SB,324,Fantasy,"Earth, Wind, and Fire","Morgan, Paul",,Jazz Ensemble,
LC,100,JUNGLE DRUMS,"LECUONA, ERNESTO","MORRISSEY, JOHN J.",1959,Concert Band,"MISSING Db PICCOLO; C PICCOLO;FLUTE 1; CORNET 1; TRUMPET(I,2);BASSOON(1,2); BASS CLARINET; OBOE; TROMBONE(1,3); ALTO SAX; F HORN(3,4); Eb HORN(1,2,3,4); DRUMS; TIMPANI"
LC,124,"MORNING, NOON AND NIGHT IN VIENNA","SUPPE, FRANZ von","MOSES-TOBANI, THEO.",1922,Concert Band,MISSING 2ND FLUTE
LC,198,SECOND HUNGARIAN RHAPSODY,"LISZT, FRANZ","MOSES-TOBANI, THEO.  OP. 329",1924,Concert Band,MISSING 1ST FLUTE
LC,602,God Bless America,"Berlin, Irving","Moss, John",1995,Concert Band,
LC,557,Let Freedom Ring,,"Moss, John",1995,Concert Band,
LC,529,"POCAHONTAS, Highlights From","Menken, Alan","Moss, John",1995,Concert Band,
LC,33,STRIKE UP THE BAND,"GERSHWIN, GEORGE","MOSS, LEONARD",1927,Concert Band,MISSING 1ST HORN
LC,614,CHARLESTON CAPERS,"GREEN, GEORGE HAMILTON","MOYER, JAMES",2012,Concert Band,
CS,18,"MIGHTY FORTRESS IS OUR GOD, A","LUTHER, MARTIN","MUELLER, CARL F.",1952,,
SB,302,ALL THE THINGS YOU ARE,"KERN, JEROME","MULLIGAN, GERRY",1939,,
LC,293,SONGS OF THE AMERICAN REVOLUTION,VARIOUS,"MUNGER, SHIRLEY",1975,Concert Band,MISSING BASSOON; 1ST & 2ND ALTO SAX; TENOR SAX; TROMBONE; BARITONE; ALL PERCUSSION
LC,318,SONGS OF THE AMERICAN REVOLUTION,VARIOUS,"MUNGER, SHIRLEY",1975,Concert Band,MISSING PICCOLO; OBOE; ALTO CLARINET; CONTRALTO CLARINET; BARI SAX; CYMBALS; BASS DRUM
LC,618,BROWN EYED GIRL,"MORRISON, VAN","MURTHA, PAUL",2011,Concert Band,
LC,174,ERIC CLAPTON ON STAGE,"CLAPTON, ERIC","MURTHA, PAUL",2014,,
SB,311,What is Hip?,"Kupka, Stephen/Castillo Emilio/Garigaldi, David","Murtha, Paul",,Jazz Ensemble,
SB,306,Zoot Suit Riot,"Perry, Steve","Murtha, Paul",,Jazz Ensemble,
SB,349,DIGGIN,"MUTCHLER, RALPH","MUTCHLER, RALPH",1964,JAZZ ENSEMBLE,
LC,437,CENTENNIAL FANFARE MARCH,"NIXON, ROGER",N.A,1972,Concert Band,
EN,245,CEREMONIAL AND FLOURISH,"ARNELL, RICHARD",N/A,1948,BRASS ENSEMBLE,
EN,248,DESIGNS FOR BRASS,"NELHYBEL, VACLAV",N/A,1966,BRASS ENSEMBLE,
EN ,250,FANFARE,"BERNSTEIN, LEONARD",N/A,1995,BRASS ENSEMBLE,
EN,241,FANFARE ,"TCHEREPNIN,ALEXANDER",N/A,1964,BRASS ENSEMBLE AND PERCUSSION,
EN,243,FANFARE AND TOCCATA,"HOLCOMBE, BILL",N/A,UNKNOWN,BRASS ENSEMBLE,
EN,249,KOL NIDRE,UNKNOWN,N/A,1967,BRASS ENSEMBLE,
EN,244,NEW FANFARES,"PERLE, GEORGE",N/A,1990,BRASS ENSEMBLE,
EN,242,SUITE FOR BRASS,"LEE, WILLIAM",N/A,1969,BRASS ENSEMBLE,
EN,235,SUITE FOR FOUR TROMBONES,"JACOB, GORDON",N/A,UNKNOWN,TROMBONE QUARTET,
EN,247,THREE INTRADAS FOR BRASS,"NELHYBEL, VACLAV",N/A,1964,BRASS ENSEMBLE,
EN,246,TRIPTYCH FOR BRASS,"NIBLOCK, JAMES",N/A,1969,BRASS ENSEMBLE,
EN,111,SCHERZO AND LIED,"MAURER, LUDWIG","NAGEL, ROBERT",1961,BRASS QUINTET,MISSING SCORE
EN,112,THREE PIECES,"MAURER, LUDWIG","NAGEL, ROBERT",1960,BRASS QUINTET,MISSING SCORE
EN,199,GEORGE M. COHAN MEDLEY,"COHAN, GEORGE","NAGLE, PAUL",1984,BRASS QUINTET,MISSING SCORE; 2ND TRUMPET
SB,13,CHORDON BLEU,"NEIHAUS, LENNIE","NEIHAUS, LENNIE",1987,JAZZ ENSEMBLE,
SB,26,FOR ONCE IN MY LIFE,"MILLER, RONALD - MURDEN, ORLANDO","NEIHAUS, LENNIE",1985,JAZZ ENSEMBLE,MISSING SCORE
SP,71,LOVE ME TO PIECES,"ENDSLEY, MELVIN","NELSON, FRED",1957,,
SP,51,THIS OLD MAN (CHILDREN'S SONG),,"NELSON, FRED",1959,,
SB,251,I Remember Bird,"Feather, Leonard","Nelson, Oliver",1967,Jazz Ensemble,
SB,272,I Remember Clifford,"Golson, Benny",Nestico,,,
SB,147,"Night In Tunisia, A",,Nestico,,Jazz Ensemble,
SB,137,Satin Doll,,Nestico,,Jazz Ensemble,
SB,151,Splanky,,Nestico,,Jazz Ensemble,
SB,172,Birth Of The Blues,"DeSylva, B; Brown, L; Henderson, R","Nestico, Sammy",1982,Jazz Ensemble,
LC,367,BRASSMEN'S HOLIDAY,"ARMENGOL, MARIO RUIZ","NESTICO, SAMMY",1974,Concert Band,
SB,8,BY MY SIDE,"NESTICO, SAMMY","NESTICO, SAMMY",1984,JAZZ ENSEMBLE,MISSING AUX PERCUSSION
SB,176,Charleston,"Mack, C; Johnson, J","Nestico, Sammy",1983,Jazz Ensemble,
SB,128,Do Nothin' Till You Hear From Me,"Ellington, Duke","Nestico, Sammy",1986,Jazz Ensemble,
SB,180,Don't Get Around Much Anymore,"Ellington, Duke","Nestico, Sammy",1970,Jazz Ensemble,
SB,108,EV'RY LITTLE BEAT HELPS,"NESTICO, SAMMY","NESTICO, SAMMY",1970,JAZZ ENSEMBLE,
SB,24,FANCY PANTS,"NESTICO, SAMMY","NESTICO, SAMMY",1984,JAZZ ENSEMBLE,
SB,135,Fly Me To The Moon,"Howard, Bart","Nestico, Sammy",1954,Jazz Ensemble,
SB,27,FUN TIME,"NESTICO, SAMMY","NESTICO, SAMMY",1968,JAZZ ENSEMBLE,
SB,110,Georgia On My Mind,"Carmichael, Hoagy","Nestico, Sammy",1931,JAZZ ENSEMBLE,
SB,32,HAVA NICE DAY,"NESTICO, SAMMY","NESTICO, SAMMY",1970,JAZZ ENSEMBLE,
SB,165,How High the Moon,,"Nestico, Sammy",,Jazz Ensemble,
SB,248,I Can't Give You Anything But Love,"Fields, D; McHugh, J","Nestico, Sammy",,Jazz Ensemble,
SB,154,Jumpin' At The Woodside,"Basie, Count","Nestico, Sammy",1984,Jazz Ensemble,
SB,168,Mack the Knife,,"Nestico, Sammy",,Jazz Ensemble,
SB,210,Mack The Knife,"Weill, Kurt","Nestico, Sammy",,Jazz Ensemble,
SB,45,Magic Flea,"Nestico, Sammy","Nestico, Sammy",,JAZZ ENSEMBLE,Missing all parts
LC,506,Malaguena,"LECUONA, ERNESTO","Nestico, Sammy",1992,Concert Band,
SB,346,MOOD INDIGO,"ELLINGTON, DUKE","NESTICO, SAMMY",1982,JAZZ ENSEMBLE,
LC,465,MY KIND OF TOWNS,VARIOUS,"NESTICO, SAMMY",1989,Concert Band,
SB,57,Pick Yourself Up,"Kern, Jerome","Nestico, Sammy",,JAZZ ENSEMBLE,
LC,523,SALUTE TO AMERICAN JAZZ,,"NESTICO, SAMMY",1994,Concert Band,
SB,67,SATIN 'N GLASS,"NESTICO, SAMMY","NESTICO, SAMMY",1985,JAZZ ENSEMBLE,
SB,78,Stardust,"Carmichael, Hoagy","Nestico, Sammy",,JAZZ ENSEMBLE,
SB,80,Strike Up The Band,"Gershwin, George","Nestico, Sammy",,JAZZ ENSEMBLE,
SB,138,Sweet Georgia Brown,"Bernie, B; Pinkard,M; Casey, K","Nestico, Sammy",,Jazz Ensemble,
SB,164,"Take the ""A"" Train","Strayhorn, Billy","Nestico, Sammy",,Jazz Ensemble,
SB,83,THAT WARM FEELING,"NESTICO, SAMMY","NESTICO, SAMMY",1968,JAZZ ENSEMBLE,
LC,430,"TRIBUTE TO STEPHEN FOSTER, A",,"NESTICO, SAMMY",1968,Concert Band,
LC,502,WHEN YOU WISH UPON A STAR,"HARLINS, LEIGH","Nestico, Sammy",1976,Concert Band,MISSING SCORE
SB,160,Wind Machine,,"Nestico, Sammy",,Jazz Ensemble,
SB,161,Witchcraft,"Coleman, Cy","Nestico, Sammy",,Jazz Ensemble,
SB,351,3/4 OF THE TIME,"CHARLES, RAY","NEUMANN, ROGER",1972,JAZZ ENSEMBLE,
EN,144,POPULAR AMERICAN SONGS,VARIOUS,"NIEHAUS, LENNIE",1999,BRASS QUINTET,MISSING SCORE
SB,68,SAX SHOOTER,"NIEHAUS, LENNIE","NIEHAUS, LENNIE",1988,JAZZ ENSEMBLE,
SB,1,ALMOST LIKE BEING IN LOVE,LERNER & LOEWE,"NIEHAUSE, LENNIE",1975,JAZZ ENSEMBLE,MISSING SOLO VOICE ; PIANO
CS,11,I WONDER AS I WONDER,,"NILES, J.J. & HORTON, L.H.",1949,,
SB,16,COME SUNDAY,"NORDAL, MARIUS","NORDAL, MARIUS",1977,JAZZ ENSEMBLE,
SB,322,Sun Catchers,"Nodral, Marius","Nordal, Marius",1974,Jazz Ensemble,
MC,40,LES PRELUDES,"LISZT, FRANZ","NORMAN, ROBERT",1953,Concert Band,
SB,133,Corazon,,Norred,,Jazz Ensemble,
SB,157,Misty,,Nowak,,Jazz Ensemble,
LC,369,ARIA (WHEN THOU ART NEAR),"BACH, J.S.","NOWAK, JERRY",1972,Concert Band,
EN,170,SECOND SUITE IN F,"HOLST, GUSTAV","NOWAK, JERRY",2008,BRASS QUINTET,
LC,373,"SEE, THE CONQUERING HERO COMES FROM JUDAS MACCABAE","HANDEL, G.F.","NOWAK, JERRY",1975,Concert Band,
SB,170,When I Fall In Love,"Young, Victor","Nowak, Jerry",,Jazz Ensemble,
SB,112,GREEN SUNDAY,"O'FARRILL, CHICO","O'FARRILL, CHICO",1970,JAZZ ENSEMBLE,
LC,308,LE CID (BALLET MUSIC),MASSENET,"ODOM, LAWERENCE",1975,Concert Band,
SB,341,A NIGHT IN TUNISIA,"GILLESPIE, DIZZY","OSSER, GLENN",1944,JAZZ ENSEMBLE,
SB,140,DIZZY ATMOSPHERE,"GILLESPIE, DIZZY","OSSER, GLENN",1961,JAZZ ENSEMBLE,
LC,349,SARABANDE AND BOURREE,HANDEL,"OSTERLING, ERIC",1957,Concert Band,
SP,85,TWILIGHT TIME,"RAM, NEVINS, NEVINS, & DUNN","OSTERLING, ERIC",1958,,
SP,130,"ZORRO, THEME FROM","FOSTER,NORMAN & BRUNS,GEORGE","OSTERLING, ERIC",1958,,
EN,64,SOURWOOD MOUNTAIN,TRADITIONAL,"OSTLIN,ACTON",1965,BRASS SEXTET,
EN,160,Entry of The Gladiators,Julius Fucik,Paul Battles/Bill Holcomb,1986,BRASS QUINTET,
EN,159,THE PIRATES OF PENZANCE ,"SULLIVAN , ARTHUR",Paul Battles/Bill Holcomb,1984,BRASS QUINTET,
LC,460,FOUR SCOTTISH DANCES,"ARNOLD, MALCOLM","PAYNTER, JOHN P.",1978,Concert Band,
SB,236,St. Thomas,"Rollins, Sonny","Pemberton, Roger",1991,Jazz Ensemble,
LC,72,CENTENNIAL,"WILLSON, MEREDITH","PETERSEN, TED",1953,Concert Band,
EN,219,SOUNDS OF CHRISTMAS,VARIOUS,"PETHEL, STAN",2003,MIXED ENSEMBLE,
SB,260,"Sing, Sing, Sing","Prima, Louis","Phillippe, Roy",1994,Jazz Ensemble,
LC,609,LET FREEDOM RING,TRADITIONAL,"PLOYHAR, JAMES",2005,Concert Band,
LC,303,O WORSHIP THE KING,"HAYDN, MICHAEL","PLOYHAR, JAMES D.",1975,Concert Band,
SP,142,DIXIE,"EMMET, DAN","POOLE, REID",,,
M,182,"SOUTHERN SPECIAL - SWING MARCH ""DIXIE""",,"POOLE, REID",1952,,
EN,74,TANNHAUSER,"WAGNER, RICHARD","POTTAG, MAX P.",1939,HORN QUARTET,
MC,32,HUNGARIAN DANCE,"BRAHMS, J.","PRICE, S.J.",1940,Concert Band,
SP,160,LA FIESTA MEXICANA,"Reed, H. Owen","Prime, Jim",,,
LC,312,"GOLD BUG (1896), THE","HERBERT, VICTOR","RADFORD-BENNETT, WILLIAM",1975,Concert Band,
M,222,"GOLD BUG (1896), THE","HERBERT, VICTOR","RADFORD-BENNETT, WILLIAM",1975,,
EN,35,CONTRAPUNCTUS IX,"BACK, J.S","RAUCH, PETER",2005,TUBA QUARTET,
SP,50,BUGLE CALL RAG - FOX TROT,"PETTIS, MEYERS, & SCHOEBEL","REDFIELD, WM.",1923,,
LC,73,CONCERTINO,"WEBER, CARL MARIA von","REED, ALFRED",1962,Concert Band,
LC,86,GOBELUES,"TROTTER, JOHN SCOTT","REED, ALFRED",1954,Concert Band,
LC,464,LAWRENCE OF ARABIA (THEME FROM),"JARRE, MAURICE","REED, ALFRED",1962,Concert Band,
LC,106,LI'L ABNER,"MERCER, JOHNNY/DE PAUL, GENE","REED, ALFRED",1956,Concert Band,MISSING BARITONE(BC)
LC,230,"MAN WITH THE GOLDEN ARM, THE","FINE, SYLVIA/BERNSTEIN, ELMER","REED, ALFRED",1956,Concert Band,
LC,492,NOCTURNE 019 NO.2,"SCRIBIN, ALEXANDER","Reed, Alfred",1972,Concert Band,
LC,520,SLEEPERS AWAKE,"BACH, J.S.","REED, ALFRED",1984,Concert Band,MISSING SCORE;
LC,212,TAKE ME ALONG,"MERRILL, BOB","REED, ALFRED",1959,Concert Band,
LC,621,THE VALIENT YEARS,"RODGERS, RICHARD","REED, ALFRED",1961,Concert Band,
LC,480,"VILLA FROM ""THE MERRY WIDOW""","LEHAR, FRANZ","REED, ALFRED",1990,Concert Band,
MC,27,FIVE FAVORITE YULE-TIDE SONGS,,"REEVES, G.H.",,Concert Band,
LC,315,"DREAM IS AMERICA (1975), THE","LEIGH, MITCH / BURR, CHARLES","REID, BURYL",1975,Concert Band,MISSING C PICCOLO; FLUTES; OBOES; BASSOON; 2ND & 3RD Bb CLARINET; ALTO CLARINET; ALTO SAX; BARI SAX; HORNS; 1ST & 2ND CORNETS; TROMBONE; TIMPANI; PERCUSSION
LC,434,FOLK DANCES,"SHOSTAKOVICH, DMITRI","REYNOLDS, H. ROBERT",1979,Concert Band,
M,193,GRAND MARCH FROM DIE MEISTERSINGER,WAGNER,"REYNOLDS, ROBERT",1969,,
LC,162,MYSTIC CALL,"KING, KARL","RHEA, TIMOTHY",2009,Concert Band,
LC,330,"AMERICA, VARIATIONS ON","IVES, CHARLES","RHOADS, WILLIAM E.",1968,Concert Band,MISSING PERCUSSION 1; 1ST & 2ND HORN
LC,559,United Through It All,,"Richard, MSG Eric",,Concert Band & Choru,
LC,245,VANGUARD OVERTURE,"CURZON, FREDERICK","RICHARDSON, NORMAN",1946,Concert Band,MISSING ALL HORN PARTS
EN,175,SHENANDOAH,TRADITIONAL,"RIDENOUR, BRANDON",2010,BRASS QUINTET,
EN,168,BRASS ROMANCE (BAD ROMANCE),"GERMANOTTA, STEFANI","RIEDENOUR, BRANDON",2012,BRASS QUINTET,
LC,118,MARCH FOR THE PRINCE OF WALES,"HAYDEN, JOSEPH","RILEY, JAMES",1963,Concert Band,
CS,13,BATTLE HYMN OF THE REPUBLIC,"STEFFE, WILLIAM & HOWE, JULIA WARD","RINGWALD, ROY",1944,,
CS,1,COOL WATER,"NOLAN, BOB","RINGWALD, ROY",1962,,
M,126,AT THE CROSS - FUNERAL MARCH,,"RIPLEY, W.S.",1899,,
M,126,THERE IS NO DEATH - DIRGE,,"RIPLEY, W.S.",1899,,
LC,364,TUBBY THE TUBA,"KLEINSINGER, GEORGE","ROACH, GEORGE F.",1952,Concert Band,
MC,15,BEAUTIFUL COLORADO (VALSE CAPRICE),"LUCA, JOSEPH DE","ROBERTS, CHARLES J.",1939,Concert Band,
M,2,CHICAGO TRIBUNE MARCH,"CHAMBERS, W.P.","ROBERTS, CHARLES J.",1938,,
M,147,FATHER OF VICTORY,"GANNE, LOUIS","ROBERTS, CHARLES J.",,,
M,50,INDIANA STATE BAND MARCH,"FARRAR, O.R.","ROBERTS, CHARLES J.",1939,,
LC,107,LUSTSPIEL,"BELA, KELER","ROBERTS, CHARLES J.",1938,Concert Band,MISSING 2ND TROMBONE
LC,200,SEMIRAMIDE (OVERTURE),"ROSSINI, G.","ROBERTS, CHARLES/SAFRANEK,V.F.",1939,Concert Band,
MC,26,EAST OF SUEZ,"STREGOR, CAROL","ROBERTS, CHAS. J.",1933,Concert Band,
CS,4,"CLOSE TO YOU, (THEY LONG TO BE)",,"ROGERS, MILT",1970,,
LC,553,Tales of a Traveler - Suite for Band,"Sousa, John Philip","Rogers, R. Mark",1998,Concert Band,
EN,119,FUGUE IN G MINOR,"BACH, J.S.","ROMM, ROBERT",1973,BRASS QUINTET,MISSING SCORE
EN,229,CLARINET TRIOS,VARIOUS,"ROSENTHAL, CARL",1947,CLARINET TRIO,
EN,104,LITTLE BROWN JUG,"MILLER, GLEN","ROSENTHAL, IRVING",1965,BRASS QUINTET,
EN,181,SILENT NIGHT,"GRUBER, FRANZ","ROSS, GREG",2001,SAX ENSEMBLE,
EN,147,SACRED QUARTETS FOR ALL,VARIOUS,"RYDEN, WILLIAM",1997,ANY 4 INSTRUMENTS,
EN,9,THE ENTERAINER,"JOPLIN, SCOTT","SACCI, FRANK",1974,WOODWIND QUINTET,
EN,207,THE ENTERAINER,"JOPLIN, SCOTT","SACCI, FRANK",1974,WOODWIND QUINTET,MISSING BASSOON;SCORE
LC,18,SYMPHONIE PATHETIQUE (2ND & 4TH MVTS),"TCHAIKOVSKY, PETER","SAFRANEK, V. F.",1913,Concert Band,
LC,328,ACADEMIC FESTIVAL OVERTURE,"BRAHMS, J.","SAFRANEK, V.F.",1943,Concert Band,
LC,295,EURYANTHE OVERTURE,"WEBER, CARL MARIA von","SAFRANEK, V.F.",1915,Concert Band,
LC,251,ZAMPA OVERTURE,"HEROLD, L.J.F.","SAFRANEK, V.F.",1912,Concert Band,MISSING 2ND ALTO
MC,70,"FLYING DUTCHMAN, SPINNING SONG FROM THE","WAGNER, RICHARD","SAGRANEK, V.F.",,Concert Band,
LC,56,DANCE OF THE BUFFOONS,"RIMSKY-KORSAKOFF, N.","SARTORIUS, HARVEY A.",1935,Concert Band,
LC,337,"ROYAL FIREWORKS MUSIC, THE","HANDEL, G.F.","SARTORIUS, HARVEY A.",1961,Concert Band,MISSING SCORE; OBOE
SB,53,"OLD BOTTLES, NEW WINE","SAYRE, CHUCK","SAYRE, CHUCK",1980,JAZZ ENSEMBLE,
SB,96,WINTER TAN,"SAYRE, CHUCK","SAYRE, CHUCK",1985,JAZZ ENSEMBLE,
LC,439,"ROYAL FIREWORKS MUSIC, THE","HANDEL, G.F.","SCHAEFER, WILIAM A.",1982,Concert Band,
LC,21,ODE TO JOY,"BEETHOVEN, L.","SCHAEFER, WILLIS",1971,Concert Band,MISSING SCORE; TENOR SAX;BARI SAX;2ND ALTO;BARITONE
LC,368,SYMPHONY NO. 40 (G MINOR) FIRST MOVEMENT,"MOZART, W.A.","SCHAEFER, WILLIS",1971,Concert Band,MISSING 1ST CORNET
SB,271,Time After Time,"Kahn, Sammy","Schamber, Don",,,
SB,331,Time After Time,"Styne, Jule","Schamber, Don",1974,Jazz Ensemble,
LC,604,Grand Serenade for an Awful Lot/ofWinds&Percussion,"Bach, P. D. Q.","Schickele, Peter",1975,Concert Band,
LC,574,Washington Greys March,"Grafulla, Claudio S.","Schissel, Loras J.",2002,Concert Band,
SP,102,"OH, WHAT A BEAUTIFUL MORNIN'",RODGERS & HAMMERSTEIN,"SCHOENFELD, WILLIAM",1955,,
SP,13,"SURREY WITH THE FRINGE ON TOP, THE","RODGERS, RICHARD","SCHOENFELD, WILLIAM",1954,,
SP,3,YOU'LL NEVER WALK ALONE (PROCESSIONAL MARCH),RODGERS & HAMMERSTEIN,"SCHOENFELD, WILLIAM",1954,,
M,140,HONEY-BABE MARCHING SONG,"STEINER, MAX & WEBSTER, PAUL F.","SCHOENFELD, WILLIAM C.",1954,,
MC,36,LISTEN TO THE GERMAN BAND,"GORDON, MACK & REVEL, HARRY","SCHOENFELD, WILLIAM C.",1951,Concert Band,
LC,340,"STUDENT PRINCE, THE","ROMBERG, SIGMUND","SCHOENFELD, WILLIAM C.",1954,Concert Band,MISSING CHORAL PART
SP,27,SOME ENCHANTED EVENING,RODGERS & HAMMERSTEIN,"SCHOENFELD, WM. C.",1949,,
SP,9,"WALTZ YOU SAVED FOR ME, THE","KAHN,G., KING,W., & FLINDT,E.","SCHULZ, WILLIAM",1930,,
EN,123,"ETERNAL FATHER, STRONG TO SAVE",TRADITIONAL,"SCHUSTER, GORDON",1992,BRASS QUINTET,MISSING SCORE
LC,187,"SUITE FROM ""DOLLY""","FAURE, GABRIEL  OP.56","SCOTT, F. WAYNE",1963,Concert Band,
M,190,SEMPER FIDELIS MARCH,"SOUSA, J.P.","SCOTT, JAMES",,,
M,106,BLACK JACK MARCH,"HUFFER, FRED K.","SCOTT, JAMES A.",,,
CS,8,"NAVY HYMN (ETERNAL FATHER, STRONG TO SAVE), THE","DYKES, J.B., WHITING, W.,& HAMILTON","SCOTT, TOM",1943,,
LC,324,BIX BEIDERBECKE IN CONCERT,"BEIDERBECKE, BIX","SCOTT, WAYNE",1931,Concert Band,
LC,350,CAVALCADE OF AMERICA,VARIOUS,"SCOTT, WAYNE",1975,Concert Band,
LC,352,DUKE ELLINGTON IN CONCERT,ELLINGTON,"SCOTT, WAYNE",1969,Concert Band,
LC,383,GLENN MILLER IN CONCERT,"MILLER, GLENN","SCOTT, WAYNE",,Concert Band,MISSING DRUM SET
LC,353,STAN KENTON IN CONCERT,KENTON,"SCOTT, WAYNE",1972,Concert Band,
SP,148,THAT'S ENTERTAINMENT - SELECTIONS #1,,"SCOTT, WAYNE",,,
SP,147,THAT'S ENTERTAINMENT - SELECTIONS #2,,"SCOTT, WAYNE",,,
SP,145,THAT'S ENTERTAINMENT - SELECTIONS #4,,"SCOTT, WAYNE",,,
M,42,"ROA MARCH & SOLDIERS OF THE ORC, THE","KOENIG, LTC C.J.","SEDERGERG, W.O.",,,
LC,93,HOOTENANNY,,"SEIGMEISTER, ELIE",1955,Concert Band,
LC,333,FINGAL'S CAVE OVERTURE,MENDELSSOHN,"SEREDY, J.S.",1946,Concert Band,
M,153,FRENCH NATIONAL DEFILE MARCH,"TURLET, A.","SEREDY, J.S.",1937,,
M,24,THUNDER AND BLAZES (ENTRY OF THE GLADIATORS),"FUCIK, JULIUS","SEREDY, J.S.",1936,,
LC,15,"MARCH FROM ""AIDA""","VERDI, GIUSEPPI","SEREDY, JULIUS",1964,Concert Band,
M,198,GLORIA MARCH,"LOSEY, F.H.","SEREDY, JULIUS S.",1937,,
SB,337,United States of America,"Key, Francis Scott & Smith, John Stafford",SFC Warren C. Russell,2001,JAZZ ENSEMBLE,
LC,613,AN AMERICAN SPECTACULAR,TRADITIONAL,"SHARP, CHRIS",2011,Concert Band,
EN,188,FELIZ NAVIDAD,FELICIANO,SHEAFFER,,BRASS QUINTET,MISSING SCORE
LC,123,MINUTEMEN,"MCCULLOCH, MAJ. GERALD","SHORT, JOHN",1967,Concert Band,
EN,7,RUSSIAN SAILORS' DANCE,"GLIERE, REINHOLD","SIEKMANN, FRANK",1986,TROMBONE QUARTET,
